accession,genus,organism,length,gc,n_frac,verdict,reason
NZ_CP080131.1,Escherichia,Escherichia coli,3553,0.4565,0.000000,keep,
NZ_CP080130.1,Escherichia,Escherichia coli,60659,0.4239,0.000000,keep,
NZ_CP080129.1,Escherichia,Escherichia coli,91844,0.5192,0.000000,keep,
NZ_CP080128.1,Escherichia,Escherichia coli,122366,0.4794,0.000000,keep,
NZ_CP080127.1,Escherichia,Escherichia coli,156326,0.4960,0.000000,keep,
NZ_CP080234.1,Escherichia,Escherichia coli,77484,0.4572,0.000000,keep,
NZ_CP080248.1,Escherichia,Escherichia sp.,93013,0.5340,0.000000,keep,
NZ_CP080106.1,Klebsiella,Klebsiella quasipneumoniae,2954,0.4641,0.000000,keep,
NZ_CP080105.1,Klebsiella,Klebsiella quasipneumoniae,3478,0.4566,0.000000,keep,
NZ_CP080104.1,Klebsiella,Klebsiella quasipneumoniae,8819,0.5238,0.000000,keep,
NZ_CP080103.1,Klebsiella,Klebsiella quasipneumoniae,40407,0.5786,0.000000,keep,
NZ_CP080102.1,Klebsiella,Klebsiella quasipneumoniae,96771,0.5410,0.000000,keep,
NZ_CP080101.1,Klebsiella,Klebsiella quasipneumoniae,113444,0.5554,0.000000,keep,
NZ_CP080100.1,Klebsiella,Klebsiella quasipneumoniae,228495,0.5095,0.000000,keep,
NZ_CP080176.1,Escherichia,Escherichia coli,3553,0.4565,0.000000,keep,
NZ_CP080175.1,Escherichia,Escherichia coli,111556,0.5236,0.000000,keep,
NZ_CP080174.1,Escherichia,Escherichia coli,117749,0.4900,0.000000,keep,
NZ_CP080173.1,Escherichia,Escherichia coli,169561,0.5033,0.000000,keep,
NZ_CP080171.1,Escherichia,Escherichia coli,2096,0.5553,0.000000,keep,
NZ_CP080170.1,Escherichia,Escherichia coli,2313,0.4125,0.000000,reject,F6_dup_sequence
NZ_CP080169.1,Escherichia,Escherichia coli,4234,0.5529,0.000000,keep,
NZ_CP080168.1,Escherichia,Escherichia coli,8910,0.4706,0.000000,reject,F6_dup_sequence
NZ_CP080167.1,Escherichia,Escherichia coli,82139,0.5288,0.000000,keep,
NZ_CP080166.1,Escherichia,Escherichia coli,145740,0.5099,0.000000,reject,F6_dup_sequence
NZ_CP080165.1,Escherichia,Escherichia coli,180290,0.4993,0.000000,keep,
NZ_CP080164.1,Escherichia,Escherichia coli,119081,0.5261,0.000000,keep,
NZ_CP080138.1,Escherichia,Escherichia coli,6680,0.4678,0.000000,keep,
NZ_CP080137.1,Escherichia,Escherichia coli,49201,0.4592,0.000000,keep,
NZ_CP080136.1,Escherichia,Escherichia coli,60961,0.4235,0.000000,keep,
NZ_CP080135.1,Escherichia,Escherichia coli,98016,0.4990,0.000000,keep,
NZ_CP080134.1,Escherichia,Escherichia coli,101760,0.5256,0.000000,keep,
NZ_CP080265.1,Escherichia,Escherichia coli,22976,0.4709,0.000000,keep,
NZ_CP080264.1,Escherichia,Escherichia coli,113140,0.5270,0.000000,keep,
NZ_CP080263.1,Escherichia,Escherichia coli,125082,0.4960,0.000000,keep,
NZ_CP080262.1,Escherichia,Escherichia coli,134984,0.5386,0.000000,keep,
NZ_CP080261.1,Escherichia,Escherichia coli,135777,0.5196,0.000000,keep,
NZ_CP080237.1,Escherichia,Escherichia coli,54694,0.4468,0.000000,keep,
NZ_CP080236.1,Escherichia,Escherichia coli,83443,0.5103,0.000000,keep,
NZ_CP080232.1,Escherichia,Escherichia coli,3126,0.4533,0.000000,keep,
NZ_CP080231.1,Escherichia,Escherichia coli,5128,0.4926,0.000000,keep,
NZ_CP080230.1,Escherichia,Escherichia coli,48077,0.4442,0.000000,keep,
NZ_CP080229.1,Escherichia,Escherichia coli,74646,0.4814,0.000000,keep,
NZ_CP080228.1,Escherichia,Escherichia coli,86378,0.4737,0.000000,keep,
NZ_CP080227.1,Escherichia,Escherichia coli,82875,0.4955,0.000000,keep,
NZ_CP080226.1,Escherichia,Escherichia coli,82610,0.5128,0.000000,keep,
NZ_CP080225.1,Escherichia,Escherichia coli,103673,0.5079,0.000000,keep,
NZ_CP080224.1,Escherichia,Escherichia coli,226437,0.4550,0.000000,keep,
NZ_CP080254.1,Escherichia,Escherichia coli,101399,0.4735,0.000000,keep,
NZ_CP080145.1,Escherichia,Escherichia coli,2337,0.4168,0.000000,keep,
NZ_CP080144.1,Escherichia,Escherichia coli,5304,0.5109,0.000000,keep,
NZ_CP080143.1,Escherichia,Escherichia coli,33837,0.3997,0.000000,keep,
NZ_CP080142.1,Escherichia,Escherichia coli,82038,0.5361,0.000000,keep,
NZ_CP080141.1,Escherichia,Escherichia coli,62272,0.4258,0.000000,keep,
NZ_CP080140.1,Escherichia,Escherichia coli,66580,0.5161,0.000000,keep,
NZ_CP080245.1,Polymorphobacter,Polymorphobacter sp.,291297,0.6276,0.000000,keep,
NZ_CP080244.1,Polymorphobacter,Polymorphobacter sp.,36580,0.5920,0.000000,keep,
NZ_CP080242.1,Polymorphobacter,Polymorphobacter sp.,841599,0.6173,0.000000,reject,F3_chromosome_sized
NZ_CP080115.1,Enterobacter,Enterobacter asburiae,1282,0.4867,0.000000,keep,
NZ_CP080114.1,Enterobacter,Enterobacter asburiae,3108,0.3118,0.000000,keep,
NZ_CP080113.1,Enterobacter,Enterobacter asburiae,3872,0.2887,0.000000,keep,
NZ_CP080112.1,Enterobacter,Enterobacter asburiae,4152,0.3728,0.000000,keep,
NZ_CP080111.1,Enterobacter,Enterobacter asburiae,4935,0.5499,0.000000,keep,
NZ_CP080110.1,Enterobacter,Enterobacter asburiae,34721,0.5293,0.000000,keep,
NZ_CP080109.1,Enterobacter,Enterobacter asburiae,139140,0.5167,0.000000,keep,
NZ_CP080108.1,Enterobacter,Enterobacter asburiae,332184,0.4711,0.000000,keep,
NZ_CP066852.1,Salmonella,Salmonella enterica,37718,0.4118,0.000000,keep,
NZ_CP066838.1,Escherichia,Escherichia coli,95616,0.4966,0.000000,keep,
NZ_CP066837.1,Escherichia,Escherichia coli,132050,0.4963,0.000000,keep,
NZ_CP080094.1,Salmonella,Salmonella enterica,33310,0.4185,0.000000,keep,
NZ_CP080093.1,Salmonella,Salmonella enterica,56813,0.4618,0.000000,keep,
NZ_CP080092.1,Salmonella,Salmonella enterica,59372,0.5195,0.000000,keep,
NZ_CP079207.1,Lactobacillus,Lactobacillus crispatus,16663,0.3579,0.000000,keep,
NZ_CP075335.1,Lactiplantibacillus,Lactiplantibacillus plantarum,4281,0.3973,0.000000,reject,F2_not_complete
NZ_CP075334.1,Lactiplantibacillus,Lactiplantibacillus plantarum,5031,0.3622,0.000000,reject,F2_not_complete
NZ_CP075333.1,Lactiplantibacillus,Lactiplantibacillus plantarum,11825,0.3516,0.000000,reject,F2_not_complete
NZ_CP075332.1,Lactiplantibacillus,Lactiplantibacillus plantarum,19279,0.4239,0.000000,reject,F2_not_complete
NZ_CP075331.1,Lactiplantibacillus,Lactiplantibacillus plantarum,19628,0.3708,0.000000,reject,F2_not_complete
NZ_CP079968.1,Macrococcoides,Macrococcoides caseolyticum,2144,0.3475,0.000000,keep,
NZ_CP079967.1,Macrococcoides,Macrococcoides caseolyticum,3102,0.3069,0.000000,keep,
NZ_CP079966.1,Macrococcoides,Macrococcoides caseolyticum,72742,0.3051,0.000000,keep,
NZ_CP072177.1,Rhizobium,Rhizobium sp.,53701,0.5658,0.000000,keep,
NZ_CP072176.1,Rhizobium,Rhizobium sp.,158603,0.5801,0.000000,keep,
NZ_CP072175.1,Rhizobium,Rhizobium sp.,605541,0.5651,0.000000,reject,F3_chromosome_sized
NZ_CP072174.1,Rhizobium,Rhizobium sp.,1068678,0.5935,0.000000,reject,F3_chromosome_sized
NZ_CP072173.1,Rhizobium,Rhizobium sp.,1332287,0.5973,0.000000,reject,F3_chromosome_sized
NZ_CP079954.1,Macrococcoides,Macrococcoides caseolyticum,4936,0.2794,0.000000,keep,
NZ_CP079953.1,Macrococcoides,Macrococcoides caseolyticum,5667,0.3527,0.000000,keep,
NZ_CP079952.1,Macrococcoides,Macrococcoides caseolyticum,19644,0.3165,0.000000,keep,
NZ_CP079951.1,Macrococcoides,Macrococcoides caseolyticum,30337,0.2713,0.000000,keep,
NZ_CP079983.1,Macrococcoides,Macrococcoides bohemicum,4381,0.3159,0.000000,keep,
NZ_CP079982.1,Macrococcoides,Macrococcoides bohemicum,11919,0.3620,0.000000,keep,
NZ_CP048932.1,Neisseria,Neisseria gonorrhoeae,4207,0.5158,0.000000,keep,
NZ_CP048931.1,Neisseria,Neisseria gonorrhoeae,5154,0.3840,0.000000,keep,
NZ_CP048930.1,Neisseria,Neisseria gonorrhoeae,41999,0.4794,0.000000,keep,
NZ_CP079990.1,Macrococcoides,Macrococcoides bohemicum,1941,0.3174,0.000000,keep,
NZ_CP079989.1,Macrococcoides,Macrococcoides bohemicum,3552,0.2860,0.000000,keep,
NZ_CP079988.1,Macrococcoides,Macrococcoides bohemicum,3564,0.2955,0.000000,keep,
NZ_CP079987.1,Macrococcoides,Macrococcoides bohemicum,4782,0.3390,0.000000,keep,
NZ_CP079986.1,Macrococcoides,Macrococcoides bohemicum,24257,0.2947,0.000000,keep,
NZ_CP079985.1,Macrococcoides,Macrococcoides bohemicum,102209,0.2935,0.000000,keep,
NZ_CP079964.1,Macrococcus,Macrococcus sp.,1966,0.3235,0.000000,keep,
NZ_CP079963.1,Macrococcus,Macrococcus sp.,3536,0.3179,0.000000,keep,
NZ_CP079962.1,Macrococcus,Macrococcus sp.,3734,0.3120,0.000000,keep,
NZ_CP079961.1,Macrococcus,Macrococcus sp.,4786,0.3005,0.000000,keep,
NZ_CP079960.1,Macrococcus,Macrococcus sp.,5236,0.3000,0.000000,reject,F2_not_complete
NZ_CP079959.1,Macrococcus,Macrococcus sp.,11834,0.3116,0.000000,keep,
NZ_CP079958.1,Macrococcus,Macrococcus sp.,12038,0.3182,0.000000,keep,
NZ_CP079957.1,Macrococcus,Macrococcus sp.,66425,0.3028,0.000000,keep,
NZ_CP079956.1,Macrococcus,Macrococcus sp.,135884,0.3091,0.000000,reject,F2_not_complete
NZ_CP080024.1,Macrococcoides,Macrococcoides caseolyticum,1966,0.3235,0.000000,keep,
NZ_CP080023.1,Macrococcoides,Macrococcoides caseolyticum,2377,0.3159,0.000000,keep,
NZ_CP080022.1,Macrococcoides,Macrococcoides caseolyticum,2817,0.2865,0.000000,keep,
NZ_CP080021.1,Macrococcoides,Macrococcoides caseolyticum,3536,0.3179,0.000000,reject,F6_dup_sequence
NZ_CP080020.1,Macrococcoides,Macrococcoides caseolyticum,3734,0.3120,0.000000,keep,
NZ_CP080019.1,Macrococcoides,Macrococcoides caseolyticum,4786,0.3005,0.000000,keep,
NZ_CP080018.1,Macrococcoides,Macrococcoides caseolyticum,12038,0.3182,0.000000,reject,F6_dup_sequence
NZ_CP080017.1,Macrococcoides,Macrococcoides caseolyticum,12560,0.3163,0.000000,keep,
NZ_CP080016.1,Macrococcoides,Macrococcoides caseolyticum,13047,0.3077,0.000000,keep,
NZ_CP080015.1,Macrococcoides,Macrococcoides caseolyticum,68631,0.3025,0.000000,keep,
NZ_CP080014.1,Macrococcoides,Macrococcoides caseolyticum,135893,0.3090,0.000000,reject,F2_not_complete
NZ_CP079111.1,Nosocomiicoccus,Nosocomiicoccus ampullae,2626,0.2963,0.000000,keep,
NZ_CP076047.1,Rhodococcus,Rhodococcus sp.,1355759,0.6458,0.000000,reject,F2_not_complete
NZ_CP076046.1,Rhodococcus,Rhodococcus sp.,117483,0.6596,0.000000,keep,
NZ_CP080012.1,Pseudomonas,Pseudomonas aeruginosa,41101,0.5843,0.000000,keep,
NZ_CP061377.1,Pseudomonas,Pseudomonas aeruginosa,486963,0.5627,0.000000,keep,
NZ_CP080035.1,Brevundimonas,Brevundimonas nasdae,76784,0.6019,0.000000,keep,
NZ_CP072121.1,Bacillus,Bacillus amyloliquefaciens,93502,0.4148,0.000000,keep,
NZ_CP067344.1,Escherichia,Escherichia coli,130221,0.5131,0.000000,keep,
NZ_CP067343.1,Escherichia,Escherichia coli,61586,0.4234,0.000000,keep,
NZ_CP079798.1,Acinetobacter,Acinetobacter johnsonii,6005,0.3739,0.000000,keep,
NZ_CP079797.1,Acinetobacter,Acinetobacter johnsonii,6562,0.3450,0.000000,keep,
NZ_CP079796.1,Acinetobacter,Acinetobacter johnsonii,6837,0.3475,0.000000,keep,
NZ_CP079795.1,Acinetobacter,Acinetobacter johnsonii,6903,0.3423,0.000000,keep,
NZ_CP079794.1,Acinetobacter,Acinetobacter johnsonii,155957,0.3997,0.000000,keep,
NZ_CP079793.1,Acinetobacter,Acinetobacter johnsonii,340235,0.3846,0.000000,keep,
NZ_CP080006.1,Staphylococcus,Staphylococcus aureus,34395,0.2899,0.000000,keep,
NZ_CP080004.1,Staphylococcus,Staphylococcus aureus,34063,0.3041,0.000382,keep,
NZ_CP080005.1,Staphylococcus,Staphylococcus aureus,20708,0.2836,0.000000,keep,
NZ_CP080003.1,Staphylococcus,Staphylococcus aureus,20317,0.2855,0.000000,keep,
NZ_CP080002.1,Staphylococcus,Staphylococcus aureus,20653,0.2839,0.000000,keep,
NZ_CP059124.1,Escherichia,Escherichia coli,4082,0.4939,0.000000,keep,
NZ_CP059123.1,Escherichia,Escherichia coli,6200,0.5255,0.000000,keep,
NZ_CP059122.1,Escherichia,Escherichia coli,58815,0.4209,0.000000,keep,
NZ_CP059121.1,Escherichia,Escherichia coli,82943,0.4990,0.000000,keep,
NZ_CP059120.1,Escherichia,Escherichia coli,171769,0.5150,0.000000,keep,
NZ_CP059129.1,Escherichia,Escherichia coli,1565,0.5086,0.000000,reject,F6_dup_sequence
NZ_CP059128.1,Escherichia,Escherichia coli,6200,0.5255,0.000000,keep,
NZ_CP059127.1,Escherichia,Escherichia coli,32524,0.4126,0.000000,keep,
NZ_CP059126.1,Escherichia,Escherichia coli,146488,0.5122,0.000000,keep,
NZ_CP059134.1,Escherichia,Escherichia coli,1459,0.5113,0.000000,keep,
NZ_CP059133.1,Escherichia,Escherichia coli,2101,0.4717,0.000000,keep,
NZ_CP059132.1,Escherichia,Escherichia coli,4073,0.5146,0.000000,keep,
NZ_CP059131.1,Escherichia,Escherichia coli,167739,0.5233,0.000000,keep,
NZ_CP073765.1,Methylovirgula,Methylovirgula sp.,278037,0.5936,0.000000,keep,
NZ_CP079934.1,Acinetobacter,Acinetobacter baumannii,11302,0.3518,0.000000,reject,F6_dup_sequence
NZ_CP079933.1,Acinetobacter,Acinetobacter baumannii,13409,0.3616,0.000000,keep,
NZ_CP079932.1,Acinetobacter,Acinetobacter baumannii,148955,0.3748,0.000000,reject,F6_dup_sequence
NZ_CP072554.1,Acinetobacter,Acinetobacter lwoffii,11166,0.3744,0.000000,keep,
NZ_CP072553.1,Acinetobacter,Acinetobacter lwoffii,48843,0.3805,0.000000,keep,
NZ_CP072552.1,Acinetobacter,Acinetobacter lwoffii,68402,0.3780,0.000000,keep,
NZ_CP072551.1,Acinetobacter,Acinetobacter lwoffii,108848,0.3965,0.000000,keep,
NZ_CP072550.1,Acinetobacter,Acinetobacter lwoffii,250175,0.3827,0.000000,keep,
NZ_CP079929.1,Enterococcus,Enterococcus faecium,21754,0.3611,0.000000,keep,
NZ_CP079928.1,Enterococcus,Enterococcus faecium,72048,0.3691,0.000000,keep,
NZ_CP072155.1,Rhizobium,Rhizobium sp.,281888,0.5755,0.000000,keep,
NZ_CP072154.1,Rhizobium,Rhizobium sp.,332678,0.6104,0.000000,keep,
NZ_CP072153.1,Rhizobium,Rhizobium sp.,420652,0.5620,0.000000,keep,
NZ_CP072161.1,Rhizobium,Rhizobium sp.,95290,0.5890,0.000000,keep,
NZ_CP072160.1,Rhizobium,Rhizobium sp.,196592,0.5586,0.000000,keep,
NZ_CP072159.1,Rhizobium,Rhizobium sp.,226706,0.5595,0.000000,keep,
NZ_CP072158.1,Rhizobium,Rhizobium sp.,333441,0.6103,0.000000,keep,
NZ_CP072145.1,Rhizobium,Rhizobium sp.,279225,0.5581,0.000000,keep,
NZ_CP072144.1,Rhizobium,Rhizobium sp.,335820,0.6100,0.000000,keep,
NZ_CP072143.1,Rhizobium,Rhizobium sp.,364788,0.5722,0.000000,keep,
NZ_CP072171.1,Agrobacterium,Agrobacterium larrymoorei,59309,0.5654,0.000000,keep,
NZ_CP072170.1,Agrobacterium,Agrobacterium larrymoorei,396698,0.5607,0.000000,keep,
NZ_CP072169.1,Agrobacterium,Agrobacterium larrymoorei,403143,0.5619,0.000000,keep,
NZ_CP079881.1,Enterococcus,Enterococcus lactis,168866,0.3532,0.000000,keep,
NZ_CP072150.1,Rhizobium,Rhizobium sp.,281888,0.5755,0.000000,keep,
NZ_CP072149.1,Rhizobium,Rhizobium sp.,332678,0.6104,0.000000,keep,
NZ_CP072148.1,Rhizobium,Rhizobium sp.,420487,0.5619,0.000000,keep,
NZ_CP049295.1,Enterobacter,Enterobacter hormaechei,2046,0.5249,0.000000,keep,
NZ_CP049294.1,Enterobacter,Enterobacter hormaechei,2175,0.5080,0.000000,keep,
NZ_CP049293.1,Enterobacter,Enterobacter hormaechei,2746,0.4964,0.000000,keep,
NZ_CP049292.1,Enterobacter,Enterobacter hormaechei,4934,0.5484,0.000000,keep,
NZ_CP049291.1,Enterobacter,Enterobacter hormaechei,182177,0.5146,0.000000,keep,
NZ_CP072166.1,Rhizobium,Rhizobium sp.,276662,0.5754,0.000000,keep,
NZ_CP072165.1,Rhizobium,Rhizobium sp.,332684,0.6104,0.000000,keep,
NZ_CP072164.1,Rhizobium,Rhizobium sp.,455093,0.5628,0.000000,keep,
NZ_CP072140.1,Agrobacterium,Agrobacterium sp.,18992,0.5844,0.000000,keep,
NZ_CP072139.1,Agrobacterium,Agrobacterium sp.,184677,0.5694,0.000000,keep,
NZ_CP072138.1,Agrobacterium,Agrobacterium sp.,1007991,0.5698,0.000000,reject,F3_chromosome_sized
NZ_CP072454.1,Providencia,Providencia sp.,124159,0.4150,0.000000,keep,
NZ_CP079938.1,Enterobacter,Enterobacter hormaechei,3961,0.5223,0.000000,keep,
NZ_CP079937.1,Enterobacter,Enterobacter hormaechei,68610,0.5319,0.000000,keep,
NZ_CP079936.1,Enterobacter,Enterobacter hormaechei,264084,0.4680,0.000000,keep,
NZ_CP063230.1,Serratia,Serratia marcescens,87710,0.5327,0.000000,keep,
NZ_CP079817.1,Klebsiella,Klebsiella pneumoniae,1657,0.5190,0.000000,keep,
NZ_CP079816.1,Klebsiella,Klebsiella pneumoniae,1999,0.3707,0.000000,keep,
NZ_CP079815.1,Klebsiella,Klebsiella pneumoniae,2581,0.4738,0.000000,keep,
NZ_CP079814.1,Klebsiella,Klebsiella pneumoniae,2710,0.4790,0.000000,keep,
NZ_CP079813.1,Klebsiella,Klebsiella pneumoniae,3264,0.4203,0.000000,keep,
NZ_CP079812.1,Klebsiella,Klebsiella pneumoniae,4982,0.4882,0.000000,keep,
NZ_CP079811.1,Klebsiella,Klebsiella pneumoniae,5922,0.5255,0.000000,keep,
NZ_CP079810.1,Klebsiella,Klebsiella pneumoniae,7753,0.5121,0.000000,keep,
NZ_CP079809.1,Klebsiella,Klebsiella pneumoniae,55140,0.5178,0.000000,keep,
NZ_CP079808.1,Klebsiella,Klebsiella pneumoniae,161754,0.5068,0.000000,keep,
NZ_CP079734.1,Klebsiella,Klebsiella pneumoniae,3559,0.4246,0.000000,keep,
NZ_CP079733.1,Klebsiella,Klebsiella pneumoniae,3770,0.4194,0.000000,keep,
NZ_CP079732.1,Klebsiella,Klebsiella pneumoniae,4510,0.4472,0.000000,keep,
NZ_CP079731.1,Klebsiella,Klebsiella pneumoniae,5640,0.4996,0.000000,keep,
NZ_CP079730.1,Klebsiella,Klebsiella pneumoniae,6141,0.5217,0.000000,reject,F6_dup_sequence
NZ_CP079729.1,Klebsiella,Klebsiella pneumoniae,9730,0.5322,0.000000,keep,
NZ_CP079728.1,Klebsiella,Klebsiella pneumoniae,128536,0.5006,0.000000,reject,F6_dup_sequence
NZ_CP079727.1,Klebsiella,Klebsiella pneumoniae,133750,0.5116,0.000000,keep,
NZ_CP079764.1,Klebsiella,Klebsiella pneumoniae,104757,0.5237,0.000000,keep,
NZ_CP079763.1,Klebsiella,Klebsiella pneumoniae,107657,0.4953,0.000000,keep,
NZ_CP079726.1,Klebsiella,Klebsiella pneumoniae,177848,0.5049,0.000000,keep,
NZ_CP079753.1,Raoultella,Raoultella ornithinolytica,167012,0.5201,0.000000,reject,F2_not_complete
NZ_CP079806.1,Klebsiella,Klebsiella variicola,221,0.6425,0.000000,reject,F2_not_complete
NZ_CP079805.1,Klebsiella,Klebsiella variicola,1158,0.6546,0.000000,reject,F2_not_complete
NZ_CP079804.1,Klebsiella,Klebsiella variicola,19650,0.5437,0.000000,reject,F2_not_complete
NZ_CP079803.1,Klebsiella,Klebsiella variicola,98922,0.5172,0.000000,keep,
NZ_CP024973.1,Amycolatopsis,Amycolatopsis sp.,89490,0.6797,0.000000,keep,
NZ_CP079761.1,Bacillus,Bacillus sp.,59827,0.3735,0.000000,keep,
NZ_CP079760.1,Bacillus,Bacillus sp.,83007,0.3513,0.000000,keep,
NZ_CP079633.1,Klebsiella,Klebsiella pneumoniae,6200,0.5256,0.000000,keep,
NZ_CP079632.1,Klebsiella,Klebsiella pneumoniae,77128,0.5258,0.000000,keep,
NZ_CP079631.1,Klebsiella,Klebsiella pneumoniae,197458,0.5106,0.000000,keep,
NZ_CP079630.1,Klebsiella,Klebsiella pneumoniae,211805,0.5236,0.000000,keep,
NZ_CP079230.1,Rhodococcus,Rhodococcus sp.,2041,0.6492,0.000000,keep,
NZ_CP079229.1,Rhodococcus,Rhodococcus sp.,79434,0.6545,0.000000,keep,
NZ_CP079228.1,Rhodococcus,Rhodococcus sp.,116114,0.6425,0.000000,keep,
NZ_CP079227.1,Rhodococcus,Rhodococcus sp.,142453,0.6630,0.000000,keep,
NZ_CP079226.1,Rhodococcus,Rhodococcus sp.,253808,0.6512,0.000000,keep,
NZ_CP058291.1,Acinetobacter,Acinetobacter baumannii,9540,0.3468,0.000000,keep,
NZ_CP058290.1,Acinetobacter,Acinetobacter baumannii,7655,0.3339,0.000000,keep,
NZ_CP073864.1,Staphylococcus,Staphylococcus epidermidis,13570,0.2855,0.000000,keep,
NZ_CP079641.1,Klebsiella,Klebsiella pneumoniae,4890,0.4470,0.000000,keep,
NZ_CP079640.1,Klebsiella,Klebsiella pneumoniae,6141,0.5219,0.000000,reject,F6_dup_sequence
NZ_CP079639.1,Klebsiella,Klebsiella pneumoniae,8514,0.4662,0.000000,keep,
NZ_CP079638.1,Klebsiella,Klebsiella pneumoniae,73277,0.5288,0.000000,keep,
NZ_CP079637.1,Klebsiella,Klebsiella pneumoniae,127803,0.5253,0.000000,keep,
NZ_CP079635.1,Klebsiella,Klebsiella pneumoniae,1039047,0.5686,0.000000,reject,F3_chromosome_sized
NZ_CP079605.1,Klebsiella,Klebsiella pneumoniae,2095,0.4477,0.000000,reject,F6_dup_sequence
NZ_CP079604.1,Klebsiella,Klebsiella pneumoniae,4167,0.4144,0.000000,keep,
NZ_CP079603.1,Klebsiella,Klebsiella pneumoniae,6141,0.5219,0.000000,reject,F6_dup_sequence
NZ_CP079602.1,Klebsiella,Klebsiella pneumoniae,9730,0.5322,0.000000,keep,
NZ_CP079601.1,Klebsiella,Klebsiella pneumoniae,121144,0.5849,0.000000,keep,
NZ_CP079600.1,Klebsiella,Klebsiella pneumoniae,213013,0.5236,0.000000,keep,
NZ_CP074418.1,Vibrio,Vibrio parahaemolyticus,109074,0.4466,0.000000,keep,
NZ_CP074417.1,Vibrio,Vibrio parahaemolyticus,67047,0.4619,0.000000,keep,
NZ_CP079667.1,Klebsiella,Klebsiella pneumoniae,2186,0.4520,0.000000,keep,
NZ_CP079666.1,Klebsiella,Klebsiella pneumoniae,2600,0.5823,0.000000,keep,
NZ_CP079665.1,Klebsiella,Klebsiella pneumoniae,4092,0.5435,0.000000,keep,
NZ_CP079664.1,Klebsiella,Klebsiella pneumoniae,4991,0.4514,0.000000,keep,
NZ_CP079663.1,Klebsiella,Klebsiella pneumoniae,5129,0.5736,0.000000,keep,
NZ_CP079662.1,Klebsiella,Klebsiella pneumoniae,5251,0.4925,0.000000,keep,
NZ_CP079661.1,Klebsiella,Klebsiella pneumoniae,5922,0.5255,0.000000,reject,F6_dup_sequence
NZ_CP079660.1,Klebsiella,Klebsiella pneumoniae,7819,0.5123,0.000000,keep,
NZ_CP079659.1,Klebsiella,Klebsiella pneumoniae,8514,0.4662,0.000000,keep,
NZ_CP079658.1,Klebsiella,Klebsiella pneumoniae,29628,0.5004,0.000000,keep,
NZ_CP079657.1,Klebsiella,Klebsiella pneumoniae,157028,0.5260,0.000000,keep,
NZ_CP079656.1,Klebsiella,Klebsiella pneumoniae,161754,0.5068,0.000000,keep,
NZ_CP079644.1,Klebsiella,Klebsiella pneumoniae,73277,0.5288,0.000000,reject,F6_dup_sequence
NZ_CP079643.1,Klebsiella,Klebsiella pneumoniae,127803,0.5253,0.000000,reject,F6_dup_sequence
NZ_CP079697.1,Klebsiella,Klebsiella pneumoniae,4991,0.4502,0.000000,keep,
NZ_CP079696.1,Klebsiella,Klebsiella pneumoniae,5251,0.4925,0.000000,keep,
NZ_CP079695.1,Klebsiella,Klebsiella pneumoniae,5922,0.5255,0.000000,reject,F6_dup_sequence
NZ_CP079694.1,Klebsiella,Klebsiella pneumoniae,55146,0.5178,0.000000,keep,
NZ_CP079693.1,Klebsiella,Klebsiella pneumoniae,170268,0.5047,0.000000,keep,
NZ_CP079628.1,Klebsiella,Klebsiella pneumoniae,6200,0.5256,0.000000,keep,
NZ_CP079627.1,Klebsiella,Klebsiella pneumoniae,77128,0.5258,0.000000,keep,
NZ_CP079626.1,Klebsiella,Klebsiella pneumoniae,197458,0.5106,0.000000,reject,F6_dup_sequence
NZ_CP079625.1,Klebsiella,Klebsiella pneumoniae,211805,0.5236,0.000000,reject,F6_dup_sequence
NZ_CP079691.1,Klebsiella,Klebsiella pneumoniae,2101,0.4717,0.000000,keep,
NZ_CP079690.1,Klebsiella,Klebsiella pneumoniae,2828,0.3144,0.000000,keep,
NZ_CP079689.1,Klebsiella,Klebsiella pneumoniae,3991,0.4435,0.000000,keep,
NZ_CP079688.1,Klebsiella,Klebsiella pneumoniae,3998,0.3727,0.000000,keep,
NZ_CP079687.1,Klebsiella,Klebsiella pneumoniae,4991,0.4502,0.000000,keep,
NZ_CP079686.1,Klebsiella,Klebsiella pneumoniae,6141,0.5219,0.000000,reject,F6_dup_sequence
NZ_CP079685.1,Klebsiella,Klebsiella pneumoniae,71306,0.5310,0.000000,keep,
NZ_CP079684.1,Klebsiella,Klebsiella pneumoniae,120317,0.5315,0.000000,keep,
NZ_CP079616.1,Klebsiella,Klebsiella pneumoniae,2101,0.4717,0.000000,keep,
